7656
Aberdeen Maryland 21001,Maryland House Travel Plaza,0.672215056,0.582116658
Aberdeen Washington 98520,Safeway - Aberdeen #1546,0.00587039,0.910566822
Aberdeen Washington 98520,1202 Wishkah St- Aberdeen,0.006145537,0.910645363
Aberdeen Washington 98520,Grays Harbor Haggens,0.006145537,0.910645363
Abilene Texas 79605,Albertsons-Abilene #4237,0.342227046,0.302000058
Abilene Texas 79606,Buffalo Gap - Hwy. 83,0.342020556,0.301751812
Abingdon Maryland 21009,Target Abingdon T-1871,0.670275801,0.580511527
Absecon New Jersey 08205,Galloway,0.695833524,0.580620782
Accokeek Maryland 20607,Manokeek,0.660221032,0.547060503
Ada Michigan 49301,D - W-Woody's Market-Ada,0.541842404,0.729229534
Addison Texas 75001,Beltline - Marsh,0.383056227,0.321728433
Addison Texas 75001,Tom Thumb-Addison #2643,0.383223943,0.321891207
Addison Texas 75240,Quorum One,0.383908143,0.320972015
Agoura Hills California 91301,Vons-Agoura Hills #2001,0.07681272,0.367430398
Aiken South Carolina 29803,Kroger-Aiken #675,0.594576866,0.342180505
Airmont New York 10901,Suffern Airmont,0.701070886,0.649271185
Ajax Ontario L1Z 1G1,Durham   Chapters   Ajax,0.632445734,0.768583979
Akron Ohio 443101806,Chapel Hill Mall Kiosk,0.499502463,0.311946152
Akron Ohio 44312,Coventry Township  Arlington Rd,0.598504422,0.645913698
Akron Ohio 44313,Akron - West Market - Sand rd,0.596640912,0.64976874
Akron Ohio 44313,Summit Mall,0.596560611,0.651442203
Akron Ohio 44325,U of Akron - Student Union,0.597421249,0.64813584
Akron Ohio 44333,Fairlawn,0.595711281,0.652518229
Alameda California 94501,South Shore Shopping Center,0.02800137,0.510274471
Alameda California 94501,Safeway - Alameda #2708,0.027892947,0.510841834
Alameda California 94501,Albertsons-Alameda #7031,0.027854648,0.510859845
Alameda California 94501,Park Street - Central - Alameda,0.027854648,0.510859845
Alameda California 94501,Webster - Atlantic - Alameda,0.027854648,0.510859845
Alamo California 94507,Las Trampas - Danville- Alamo,0.031305711,0.514281336
Alamo California 94507,Safeway-Alamo #962,0.031305711,0.514281336
Alamosa Colorado 81101,Safeway-Alamosa #1681,0.256944901,0.498780539
Albany California 94706,Target Albany T-1926,0.02741855,0.515700328
Albany Georgia 31702,Phoebe Putney Memorial Hospital,0.560493528,0.269802415
Albany Georgia 31707,Phoebe Putney Medical Building,0.559913475,0.270146445
Albany New York 12203,Stuyvesant Plaza,0.704705586,0.716825202
Albany New York 12205,Wolfe Road,0.70473403,0.718492614
Albany New York 12207,North Pearl Street  COB,0.705950773,0.715728883
Albany Oregon 97321,Fred Meyer Santiam - Albany,0.015951269,0.803378211
Albany Oregon 97321,Safeway-Albany #1659,0.015951269,0.803378211
Albert Lea Minnesota 56007,Albert Lea-E M Frontage Rd-Prospect,0.431722574,0.759149724
Albuquerque New Mexico 87102,Hyatt Regency Alburquerque,0.246102261,0.403998779
Albuquerque New Mexico 87104,Rio Grande Blvd. - I-40,0.24560571,0.404837968
Albuquerque New Mexico 87106,3400 Central Avenue,0.246685361,0.40383293
Albuquerque New Mexico 87107,I-25 - Montano,0.246590985,0.405800916
Albuquerque New Mexico 871084726,Gibson - Palomas  Albuquerque,0.246102275,0.403997762
Albuquerque New Mexico 87109,San Pedro - Montgomery,0.246102261,0.403998779
Albuquerque New Mexico 87109,Market Place at Journal Center,0.245006018,0.404776569
Albuquerque New Mexico 87109,Target Albuquerque T-2031,0.247219204,0.406753434
Albuquerque New Mexico 87109,Paseo Del Norte - San Pedro  Albuqu,0.247326132,0.407518863
Albuquerque New Mexico 871093562,San Mateo - I-25  Albuquerque,0.246271193,0.403979425
Albuquerque New Mexico 87110,I-40 - San Mateo,0.247069072,0.404681774
Albuquerque New Mexico 87111,9821 Montgomery Blvd.,0.24773819,0.405824075
Albuquerque New Mexico 87112,Juan Tabo,0.247962529,0.404764993
Albuquerque New Mexico 87112,Eubank - Candelaria  Albuquerque,0.247714078,0.405219843
Albuquerque New Mexico 871144088,Coors Blvd. - Seven Bar Loop,0.246064941,0.408456351
Albuquerque New Mexico 87120,Coors Road - Montano,0.245254245,0.406060097
Albuquerque New Mexico 87120,Quail - Coors,0.245254245,0.406060097
Albuquerque New Mexico 87120,Paseo - Golf Course Rd.,0.245490269,0.406930431
Albuquerque New Mexico 87122,Wyoming - Paseo del Norte,0.247344024,0.407603683
Albuquerque New Mexico 87123,Four Hills - Albuquerque,0.248053536,0.403422529
Albuquerque New Mexico 87123,Wyoming - Academy - New Mexico,0.246102261,0.403998779
Albuquerque New Mexico 87131,U of NM - Zimmerman Library,0.246102331,0.40399874
Albuquerque New Mexico 87131,U of NM - Bookstore,0.246102261,0.403998779
Aldie Virginia 20105,Harris Teeter-Chantilly Dulles S #2,0.652579132,0.55829663
Alexandria Louisiana 71301,Albertsons-Alexandria #2715,0.444407534,0.258943825
Alexandria Virginia 22301,Potomac Yards,0.659633683,0.553674334
Alexandria Virginia 22302,DCA - Wash Nat'l-Reagan-Level 1,0.6598098,0.553633064
Alexandria Virginia 22302,Bradlee Center,0.659328973,0.553959751
Alexandria Virginia 22302,Target Skyline T-1893,0.659328973,0.553959751
Alexandria Virginia 22306,Mt. Vernon Plaza,0.659434266,0.551343542
Alexandria Virginia 22306,Beacon Mall,0.659538985,0.551636569
Alexandria Virginia 22309,Safeway-Alexandria #1283,0.659017009,0.549759091
Alexandria Virginia 223115800,Mark Shops,0.659914296,0.552989489
Alexandria Virginia 22312,Pinecrest,0.658176555,0.553908703
Alexandria Virginia 22314,King - Union,0.659802392,0.55303153
Alexandria Virginia 22314,North Washington Center,0.659892966,0.553448895
Alexandria Virginia 22315,Safeway-Alexandria #1847,0.658440115,0.551140848
Alexandria Virginia 22331,Hoffman,0.659914352,0.552988832
Algonquin Illinois 60102,Super Target Algonquin ST-1801,0.502434108,0.694305081
Alhambra California 91801,Valley - Almansor  Alhambra,0.085726532,0.364919992
Alhambra California 91801,Main - 1st - Alhambra,0.085604648,0.365723932
Alhambra California 918015115,Garfield - Valley  Alhambra,0.085659091,0.365505021
Alhambra California 91803,Fremont Ave - Mission Rd,0.085405329,0.364703105
Aliso Viejo California 92653,Aliso Viejo,0.09176626,0.34655294
Allen Park Michigan 48101,Allen Park,0.573438457,0.697132164
Allen Park Michigan 48101,Target Allen Park T-2033,0.573673069,0.698364899
Allen Texas 75002,Kroger-Allen #544,0.38612323,0.327221828
Allen Texas 75013,McDermott - Central Exprwy,0.385542394,0.327402284
Allen Texas 75013,Hwy 75 - Bethany,0.385546028,0.327835799
Aloha Oregon 97006,Tanasbourne,0.01938697,0.842097034
Alpharetta Georgia 30004,Kroger-Alpharetta #415,0.558349125,0.364442783
Alpharetta Georgia 30004,Kroger-Alpharetta #444,0.558349125,0.364442783
Alpharetta Georgia 30004,Kroger-Alpharetta #495,0.558349125,0.364442783
Alpharetta Georgia 30004,Bethany - Hwy 9,0.558635357,0.366338512
Alpharetta Georgia 30004,Windward Pkwy  Hwy 9,0.559545391,0.367927646
Alpharetta Georgia 30005,Old Milton Pkwy  State Bridge,0.559611463,0.364342831
Alpharetta Georgia 300057449,The Terraces  Winward,0.558557027,0.36479739
Alpharetta Georgia 30022,Alpharetta Crossing,0.558920526,0.362710196
Alpharetta Georgia 30022,Haynes Bridge Village,0.558920526,0.362710196
Alpharetta Georgia 30022,Holcomb Br.  Barnwell,0.558920526,0.362710196
Alpharetta Georgia 30022,Northpoint Mall,0.558920526,0.362710196
Alpharetta Georgia 30022,Alpharetta Barnes - Noble,0.55916347,0.36308554
Alpharetta Georgia 300223006,Target Alpharetta T-970,0.557870591,0.363289502
Alpharetta Georgia 30201,Mansell Point,0.558043689,0.363442433
Altamonte Springs Florida 32714,434 - Orange,0.599059749,0.162240954
Altoona Iowa 50317,Target-Altoona T-1939,0.42913767,0.670540118
Amarillo Texas 791064602,Albertsons-Amarillo #4203,0.313722261,0.410846772
Amarillo Texas 79109,Georgia St. - Austin,0.313400303,0.408815361
Amarillo Texas 79124,Soncy Rd - I-40,0.311924627,0.408195566
American Canyon California 94503,Safeway-American Canyon #1883,0.027999022,0.527107583
American Canyon California 94503,American Canyon - Highway 29,0.027949122,0.528329907
American Fork Utah 84003,American Fork-Salt Lake,0.17413412,0.618311813
Ames Iowa 50010,Hy Vee Foods-Ames #2,0.428283685,0.688821294
Ames Iowa 50014,Hy Vee Foods-Ames #1,0.427583272,0.688389486
Amherst Massachusetts 01002,Amherst,0.724646891,0.7041727
Amherst New York 14221,Williamsville Place,0.637099549,0.729155513
Amherst New York 14226,University Plaza,0.635357112,0.729735324
Amherst New York 14228,The Commons  Buffalo Univ.,0.635400442,0.731657421
Amherst New York 14228,Niagara Blvd,0.635366546,0.731980319
Amherst Ohio 44001,Middle Ridge Travel Plaza,0.587288289,0.661969551
Amherst Ohio 44001,Vermillion Valley,0.587288289,0.661969551
Anacortes Washington 98221,Food Pavilion - Anacortes,0.022682128,0.982861426
Anacortes Washington 98221,Safeway-Anacortes #593,0.022682128,0.982861426
Anacortes Washington 98221,Commercial - 17th Anacortes,0.022822882,0.983576291
Anaheim California 92801,Euclid - Crescent  Anaheim,0.08825206,0.356150904
Anaheim California 92802,Hilton - Anaheim Hotel Lobby,0.08848814,0.354483792
Anaheim California 92802,Anaheim Marriott Hotel,0.088256044,0.355393791
Anaheim California 928045314,Brookhurst - Ball  Anaheim,0.0882755,0.355652973
Anaheim California 92805,Stadium Crossings - Anaheim,0.088616314,0.355439625
Anaheim California 92807,Tustin - 91 Fwy  Anaheim,0.089723362,0.356126248
Anaheim California 928081102,Vons-Anaheim Hills #2216,0.090526999,0.355730859
Anaheim Hills California 92807,Vons-Anaheim #2103,0.090370283,0.356085644
Anaheim Hills California 92807,Anaheim Hills,0.090530787,0.356127558
Anaheim Hills California 928073229,Santa Ana Canyon - Imperial Hwy  An,0.090945765,0.356823803
Anaheim Hills California 92808,Sycamore Canyon Plaza - Anaheim Hil,0.091034159,0.356419199
Anaheim Hills California 928081249,Weir Canyon - Monte Vista,0.091001969,0.356651837
Ancaster Ontario L9K 1L5,Meadowlands   Chapters,0.619312277,0.740528336
Anchorage Alaska 995084283,Fred Meyer - Anchorage #11,0.5420467,0.723471806
Anchorage Alaska 995151400,Fred Meyer - Anchorage (Dimond) #71,0.5420467,0.723471806
Anderson Indiana 46013,43rd - Scatterfield,0.539527154,0.605479317
Andover Massachusetts 01810,Andover,0.742021196,0.716189418
Andover Minnesota 55304,Target Andover T-2025,0.432858946,0.831008111
Angels Camp California 95221,Hwy 4 - Hwy 49 - Angels Camp,0.051710077,0.523410585
Ankeny Iowa 50021,Ankeny-Delaware - Shurfine,0.428692528,0.675764062
Ankeny Iowa 50021,Super Target Ankeny ST-1767,0.428692528,0.675764062
Ankeny Iowa 500211761,Hy Vee Foods-Ankeny #1022,0.42831835,0.674304739
Ann Arbor Michigan 48103,S. University,0.565505936,0.69648499
Ann Arbor Michigan 48103,Kroger-Ann Arbor #688,0.56517991,0.700061923
Ann Arbor Michigan 48103,Meijer-Ann Arbor #64,0.56517991,0.700061923
Ann Arbor Michigan 48104,State - Liberty,0.566312788,0.69825666
Ann Arbor Michigan 48104,Ann Arbor  Main - Liberty,0.566189506,0.699446486
Ann Arbor Michigan 48104,Arborland Relocation,0.566189506,0.699446486
Ann Arbor Michigan 48104,Marshall Fields-Briarwood Mall,0.566189506,0.699446486
Ann Arbor Michigan 481052469,Kroger-Ann Arbor #605,0.566189786,0.699446356
Ann Arbor Michigan 48108,Briarwood Mall Kiosk,0.566479959,0.697188551
Annandale Virginia 22003,Bradlick Shopping Center,0.657942054,0.553305592
Annandale Virginia 22003,Safeway - Annandale #1588,0.657728198,0.554549975
Annapolis Maryland 21041,Safeway-Annapolis #2629,0.663319834,0.572107935
Annapolis Maryland 21401,Annapolis Harbour,0.667645946,0.56006449
Annapolis Maryland 21401,Annapolis Mall Kiosk,0.667645946,0.56006449
Annapolis Maryland 21401,Dock Street (Annapolis),0.6677115,0.560086714
Annapolis Maryland 21401,Safeway-Annapolis #1460,0.666834411,0.560544399
Anthem Arizona 85086,Safeway-Anthem #1726,0.169722061,0.355765874
Anthem Arizona 850860416,Anthem - I-17  Anthem,0.169287346,0.356335403
Antioch California 94509,Antioch,0.033731565,0.520648364
Antioch California 94509,Safeway-Antioch #1259,0.035001493,0.520877402
Antioch California 94531,Lone Tree - Slatten Ranch - Antioch,0.034660777,0.51890817
Antioch Tennessee 37013,Bell Rd - Hickory Hollow,0.525590829,0.441905524
Antioch Tennessee 37013,Target Antioch T-145,0.525754226,0.442132828
Apex North Carolina 275028061,Super Target Apex ST-1932,0.634613312,0.429453468
Apex North Carolina 27539,Harris Teeter-Apex #58,0.635628723,0.427267913
Apopka Florida 32703,US 441 - Hiawassee Rd,0.597617815,0.162226003
Apple Valley California 923072938,Rancheras - Hwy 18  Apple Valley,0.097609072,0.382791186
Apple Valley California 92308,Target Apple Valley T-939,0.098849814,0.379248895
Apple Valley Minnesota 55124,Apple Valley - Cedar - CR 42,0.433727579,0.807541632
Apple Valley Minnesota 55124,Super Target Apple Valley ST-643,0.434038076,0.80809424
Appleton Wisconsin 54911,Appleton-College Avenue,0.50095203,0.787309962
Appleton Wisconsin 54913,Appleton West-Wisconsin Ave.,0.500959647,0.791235259
Appleton Wisconsin 54915,Appleton-Hwy 441 - Calumet,0.501445995,0.785170851
Aptos California 95003,Safeway-Aptos #640,0.033033011,0.478934086
Aptos California 95033,Soquel - Trout Gulch - Aptos,0.033035205,0.478832763
Arcadia California 91006,Arcadia,0.087197596,0.365945484
Arcadia California 91006,Albertsons-Arcadia #6561,0.087043704,0.367063561
Arcadia California 91006,300 E. Huntington Dr. - Arcadia,0.087109524,0.367295294
Arcadia California 91007,Vons - Arcadia #3208,0.086632988,0.366796171
Arden North Carolina 28704,Ingles-Arden #130,0.582930365,0.418706044
Ardmore Pennsylvania 19003,Suburban Square,0.684484213,0.602776089
Ardsley New York 105020625,Ardsley,0.704772734,0.644720025
Arlington Heights Illinois 60005,Downtown Arlington Heights,0.506899044,0.690366237
Arlington Heights Illinois 60006,Arlington Heights,0.50682042,0.693232217
Arlington Massachusetts 02174,Mass. Ave.  Arlington,0.742190422,0.705265612
Arlington Massachusetts 02474,Arlington,0.742323278,0.704731969
Arlington Ohio 43221,Kroger - Upper Arlington #328,0.575498393,0.603521355
Arlington Texas 76011,Collins - Green Oaks (Arlington),0.379610196,0.31449212
Arlington Texas 76012,Randol Mill - Fielder,0.379021309,0.314119815
Arlington Texas 76013,Tom Thumb-Arlington #3617,0.378132563,0.313016913
Arlington Texas 76015,Super Target Arlington ST-1339,0.379130236,0.311579753
Arlington Texas 76015,Parks Mall at Arlington,0.379163768,0.31177937
Arlington Texas 76015,South Arlington,0.379163768,0.31177937
Arlington Texas 76016,Little Rd - Office Park,0.378170665,0.311236237
Arlington Texas 76016,Albertsons-Arlington #4142,0.378309169,0.311641792
Arlington Texas 76017,Cooper - Green Oaks,0.379088974,0.310678977
Arlington Texas 76017,S Cooper - Bardin,0.379088974,0.310678977
Arlington Texas 76017,Matlock - Bardin,0.379460497,0.313447556
Arlington Virginia 22201,The Market Common,0.659198144,0.556341913
Arlington Virginia 22201,Spout Run,0.659185424,0.556777429
Arlington Virginia 22202,Crowne Plaza Reagan National Airpor,0.659711328,0.555070473
Arlington Virginia 22202,Crystal City,0.659671562,0.555084647
Arlington Virginia 22202,Crystal Park III,0.659671562,0.555084647
Arlington Virginia 22202,Marriott Crystal Gateway,0.659671562,0.555084647
Arlington Virginia 22202,Pentagon Centre,0.659671562,0.555084647
Arlington Virginia 22202,Pentagon Row,0.659671562,0.555084647
Arlington Virginia 22202,The Fashion Centre at Pentagon City,0.659653126,0.555349822
Arlington Virginia 22203,Ballston Commons,0.658935087,0.555613048
Arlington Virginia 22203,Ballston Metro Center,0.658935087,0.555613048
Arlington Virginia 22203,Virginia Square Metro,0.658935087,0.555613048
Arlington Virginia 22203,Westin Arlington Lobby,0.658935087,0.555613048
Arlington Virginia 22205,Lee Harrison S C,0.658655467,0.555887764
Arlington Virginia 22207,Safeway-Arlington #4007,0.658754455,0.557091764
Arlington Virginia 22207,Safeway-Arlington #764,0.658754455,0.557091764
Arlington Virginia 22209,Safeway-Arlington #1048,0.659414432,0.556458318
Arlington Virginia 22209,International Place,0.659402635,0.556573742
Arlington Washington 98223,Smokey Point,0.028821194,0.967704559
Arlington Washington 98223,Safeway - Arlington #534,0.030104875,0.968102306
Arlington Washington 98223,Safeway-Arlington #1522,0.030104875,0.968102306
Arroyo Grande California 93420,Grand - Courtland  Arroyo Grande,0.050974021,0.405437513
Arroyo Grande California 93420,West Branch - Rancho Parkway,0.052037557,0.405971836
Artesia California 907014002,Pioneer - Artesia  Artesia,0.086324099,0.356505156
Arvada Colorado 80002,Super Target Arvada ST-2021,0.267725424,0.59397154
Arvada Colorado 80003,66th - Wadsworth-Arvada,0.268335753,0.594832598
Arvada Colorado 80003,Safeway-Arvada #1998,0.268238735,0.595236833
Arvada Colorado 80004,64th - Ward,0.26692995,0.594669695
Arvada Colorado 80004,Albertsons-Arvada #893,0.267416927,0.594765703
Arvada Colorado 80004,Safeway-Arvada #1107,0.267416927,0.594765703
Arvada Colorado 80005,80th - Wadsworth,0.267467106,0.595897211
Arvada Colorado 80007,55th - Wadsworth,0.267123888,0.593902583
Ashburn Virginia 20147,Ashburn Farm S C,0.653365913,0.562514829
Ashburn Virginia 20147,Harris Teeter-Ashburn #242,0.653735129,0.562736356
Ashburn Virginia 20147,Ashburn Village,0.653883486,0.563099989
Ashburn Virginia 20147,Safeway-Ashburn #2650,0.653786119,0.563278423
Ashburn Virginia 20147,Ashbrook Commons,0.653932673,0.56350895
Ashburn Virginia 20148,Broadlands,0.653416148,0.562037272
Asheville North Carolina 28801,Target Asheville T-2011,0.582869046,0.424088333
Asheville North Carolina 28801,Charlotte St.,0.582999777,0.424659459
Asheville North Carolina 28803,Parkway Centre,0.583293305,0.420983616
Asheville North Carolina 28803,Biltmore Village,0.583248423,0.421589485
Asheville North Carolina 28804,Ingles-Asheville#3,0.582742745,0.425790095
Ashland Ohio 44805,TA - Ashland,0.586454866,0.639062422
Ashland Oregon 97520,Ashland,0.022931767,0.690372702
Ashland Oregon 97520,Siskiyou - Madrona,0.022172508,0.694794981
Ashland Oregon 97520,Albertsons-Ashland #573,0.023555989,0.69637756
Aspen Colorado 81611,Intrawest - Aspen,0.243487179,0.569245862
Astoria New York 111033911,Steinway Street,0.703688833,0.634763117
Astoria New York 11105,Astoria Ditmars,0.703789919,0.635020778
Astoria New York 11106,Kaufman Studios,0.70339381,0.634497876
Astoria Oregon 97103,Safeway-Astoria #2627,0.005616348,0.873923928
Atascadero California 93422,El Camino Real - Morro  Atascadero,0.05049592,0.418700662
Atascadero California 93422,Albertsons-Atascadero #1690 6390,0.050135636,0.419450004
Athens Georgia 30601,Athens,0.572117372,0.360883578
Athens Ohio 45701,Kroger-Athens #901,0.589209946,0.574118488
Atlanta Georgia 30303,Atlanta Merchandise Mart,0.557207134,0.35218873
Atlanta Georgia 30303,Equitable,0.557207134,0.35218873
Atlanta Georgia 30303,Westin Peachtree Plaza - Lobby,0.557223865,0.352422763
Atlanta Georgia 30303,CNN Center,0.557156424,0.35258735
Atlanta Georgia 30305,Buckhead (B-N),0.557432815,0.355640031
Atlanta Georgia 30305,Disco Kroger,0.557362005,0.355689797
Atlanta Georgia 30305,Peachtree Battle,0.557362005,0.355689797
Atlanta Georgia 30306,Virginia Highlands,0.557986493,0.353392933
Atlanta Georgia 30307,Emory Village,0.557642254,0.352466939
Atlanta Georgia 30307,Little Five Points,0.557642254,0.352466939
Atlanta Georgia 30307,Kroger - Atlanta #461,0.557930331,0.352916626
Atlanta Georgia 30307,Target Edgewood T-1964,0.557930331,0.352916626
Atlanta Georgia 30308,Georgia Tech - Student Union (B-N),0.557349425,0.353072308
Atlanta Georgia 30308,867 Peachtree,0.557304362,0.353336466
Atlanta Georgia 30309,21 14th Street,0.557268607,0.353659195
Atlanta Georgia 30318,Peachtree  17th,0.557012525,0.353831967
Atlanta Georgia 30319,Brookhaven,0.558104561,0.356954238
Atlanta Georgia 30319,Cambridge Square,0.558104561,0.356954238
Atlanta Georgia 30320,ATL - Atlanta BF-1  Gate B28,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Atlanta Conc E,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Atlanta DF-2  Gate D30,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Atlanta TF-3  Gate T12,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Atlanta Term 3 Simply Books,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Concourse A  Gate 2,0.556487292,0.348008986
Atlanta Georgia 30320,ATL - Atlanta TF-10 at Gate T3,0.558254554,0.352916587
Atlanta Georgia 30320,ATL - Concourse D  Gate 8,0.557875637,0.353211755
Atlanta Georgia 30324,Ansley Mall,0.557519532,0.354056029
Atlanta Georgia 30324,Kroger - Atlanta #298,0.557687681,0.35498324
Atlanta Georgia 30326,Lenox Kiosk,0.557603439,0.356092077
Atlanta Georgia 30326,Lenox Rd.  Peachtree Rd. (Fed),0.557585869,0.356189852
Atlanta Georgia 30326,Atlanta Financial Center,0.557564679,0.356193281
Atlanta Georgia 30327,West Paces Ferry,0.556743221,0.356086029
Atlanta Georgia 30328,Roswell Road,0.557375144,0.358980012
Atlanta Georgia 30328,Kroger-Atlanta #467,0.557413135,0.359279195
Atlanta Georgia 30329,Briarcliff - LaVista,0.557207134,0.35218873
Atlanta Georgia 30329,North Druid - LaVista,0.558154377,0.35517191
Atlanta Georgia 30331,Cascade Road (UCO),0.555465787,0.352487104
Atlanta Georgia 30338,Dunwoody,0.55800574,0.359730584
Atlanta Georgia 30339,Vinings,0.5560956,0.355757168
Atlanta Georgia 30339,Cumberland Mall,0.556158052,0.356733638
Atlanta Georgia 30342,Phipps Plaza,0.557594479,0.356181839
Atlanta Georgia 30342,Roswell Rd.  Chastain,0.557335546,0.356382521
Atlanta Georgia 30342,Kroger-Atlanta #350,0.557484728,0.357445389
Atlanta Georgia 30342,Roswell Rd  I-285,0.557278951,0.358512803
Atlanta Georgia 30346,Super Target Atlanta ST-2036,0.557927032,0.359020459
Atlanta Georgia 30350,Perimeter Point Shopping Center,0.557947803,0.361001056
Atlanta Georgia 30350,Dunwoody Place,0.557870619,0.361522449
Atlantic Beach Florida 32233,Shoppes of North Shore,0.598977212,0.223197964
Atlantic City New Jersey 08401,Atlantic City  The Walk,0.696488273,0.575994166
Atlantic City New Jersey 08401,Trump Plaza - Boardwalk,0.696488273,0.575994166
Atlantic City New Jersey 08401,The Borgata,0.696395029,0.576644966
Atlantic City New Jersey 18401,Tropicana Food Court,0.696488273,0.575994166
Atlantic City New Jersey 184017599,Showboat Casino Elevator Lobby,0.696488189,0.575994787
Auburn California 95603,Auburn Town Center,0.04440333,0.556753586
Auburn California 95603,Bell - Highway 49 - Auburn,0.044728028,0.557026435
Auburn California 95603,Lincoln - Foresthill - Auburn,0.045362845,0.558029666
Auburn Hills Michigan 48326,Meijer-Auburn Hills #185,0.573562186,0.714988929
Auburn Hills Michigan 48326,Baldwin - I-75,0.573317537,0.715423977
Auburn Hills Michigan 48326,Walton - Squirrel,0.57313794,0.716641109
Auburn Maine 04210,Auburn,0.754946542,0.780262474
Auburn Massachusetts 01501,Auburn Centre,0.73272542,0.695744384
Auburn Washington 98001,1102 Supermall Way,0.028094572,0.925715393
Auburn Washington 98002,Auburn Fred Meyer,0.028396668,0.925036031
